1625747529471- 结果：0.768144(D).jpg-0.79.jpg
1625752565034- 结果：0.030529(D).jpg-0.08.jpg
1625752565089- 结果：0.106688(T).jpg-0.1.jpg
1625752565141- 结果：0.199889(T).jpg-0.14.jpg
1625752565193- 结果：0.263753(T).jpg-0.21.jpg
1625752565246- 结果：0.230109(T).jpg-0.21.jpg
1625752579579- 结果：0.199311(D).jpg-0.03.jpg
1625752579636- 结果：0.40205(T).jpg-0.02.jpg
1625752579692- 结果：0.387622(T).jpg-0.01.jpg
1625752579745- 结果：0.387622(T).jpg-0.0.jpg
1625752579798- 结果：0.308658(T).jpg-0.0.jpg
1625752593716- 结果：0.840962(D).jpg-0.92.jpg
1625752593775- 结果：0.94671(T).jpg-0.89.jpg
1625752593828- 结果：0.976578(T).jpg-0.93.jpg
1625752593881- 结果：0.976578(T).jpg-0.89.jpg
1625753448078- 结果：0.745148(D).jpg-0.18.jpg
1625753448137- 结果：0.324005(T).jpg-0.22.jpg
1625753448195- 结果：0.324005(T).jpg-0.43.jpg
1625753448248- 结果：0.233667(T).jpg-0.36.jpg
1625753448301- 结果：0.286246(T).jpg-0.47.jpg
1625753463301- 结果：0.845356(D).jpg-0.89.jpg
1625753463359- 结果：0.860417(T).jpg-0.81.jpg
1625753463410- 结果：0.889189(T).jpg-0.81.jpg
1625753463462- 结果：0.965879(T).jpg-0.94.jpg
1625753463512- 结果：0.965879(T).jpg-0.94.jpg
1625753479140- 结果：0.028261(D).jpg-0.08.jpg
1625753479197- 结果：0.032177(T).jpg-0.14.jpg
1625753479250- 结果：0.037833(T).jpg-0.05.jpg
1625753479303- 结果：0.037833(T).jpg-0.04.jpg
1625753479356- 结果：0.041573(T).jpg-0.05.jpg
1625753494328- 结果：0.430733(D).jpg-0.69.jpg
1625753494383- 结果：0.621538(T).jpg-0.82.jpg
1625753494435- 结果：0.621538(T).jpg-0.97.jpg
1625753494490- 结果：0.582914(T).jpg-0.93.jpg
1625753494543- 结果：0.522305(T).jpg-0.91.jpg
1625753497665- 结果：0.965802(D).jpg-0.98.jpg
1625753497727- 结果：0.931047(T).jpg-0.98.jpg
1625753497781- 结果：0.96191(T).jpg-0.97.jpg
1625753497839- 结果：0.96191(T).jpg-0.98.jpg
1625753497894- 结果：0.9655(T).jpg-0.98.jpg
1625755462618- 结果：0.40009(T).jpg-0.49.jpg
1625755462672- 结果：0.467452(T).jpg-0.38.jpg
1625755462726- 结果：0.588611(T).jpg-0.38.jpg
1625755479135- 结果：0.173054(D).jpg-0.44.jpg
1625755479188- 结果：0.115323(T).jpg-0.38.jpg
1625755479239- 结果：0.143162(T).jpg-0.38.jpg
1625755479292- 结果：0.111031(T).jpg-0.59.jpg
1625755479344- 结果：0.111031(T).jpg-0.17.jpg
1625755496376- 结果：0.993337(D).jpg-0.99.jpg
1625755496433- 结果：0.99354(T).jpg-0.99.jpg
1625755496486- 结果：0.992939(T).jpg-0.98.jpg
1625755496539- 结果：0.992939(T).jpg-0.99.jpg
1625755496591- 结果：0.996527(T).jpg-0.99.jpg
1625755514301- 结果：0.456732(D).jpg-0.0.jpg
1625755514358- 结果：0.224928(T).jpg-0.0.jpg
1625755514413- 结果：0.224928(T).jpg-0.0.jpg
1625755514465- 结果：0.11613(T).jpg-0.01.jpg
1625755514517- 结果：0.068888(T).jpg-0.02.jpg
1625755531336- 结果：0.10627(D).jpg-0.08.jpg
1625755531395- 结果：0.087115(T).jpg-0.23.jpg
1625755531447- 结果：0.124301(T).jpg-0.12.jpg
1625755531499- 结果：0.120115(T).jpg-0.12.jpg
1625755531551- 结果：0.048272(T).jpg-0.1.jpg
1625755532910- 结果：0.054671(D).jpg-0.33.jpg
1625755532966- 结果：0.168643(T).jpg-0.33.jpg
1625757359926- 结果：0.962687(T).jpg-0.99.jpg
1625757359981- 结果：0.95393(T).jpg-0.99.jpg
1625757360037- 结果：0.95393(T).jpg-0.99.jpg
1625757360092- 结果：0.96899(T).jpg-0.99.jpg
1625757374317- 结果：0.071672(D).jpg-0.34.jpg
1625757374375- 结果：0.06994(T).jpg-0.32.jpg
1625757374429- 结果：0.06994(T).jpg-0.25.jpg
1625757374481- 结果：0.055047(T).jpg-0.35.jpg
1625757374533- 结果：0.053813(T).jpg-0.35.jpg
1625757392277- 结果：0.043732(D).jpg-0.28.jpg
1625757392337- 结果：0.106279(T).jpg-0.27.jpg
1625757392388- 结果：0.180803(T).jpg-0.27.jpg
1625757392440- 结果：0.166682(T).jpg-0.2.jpg
1625757392493- 结果：0.166682(T).jpg-0.2.jpg
1625757450445- 结果：0.860022(D).jpg-0.18.jpg
1625757450512- 结果：0.680039(T).jpg-0.14.jpg
1625757450566- 结果：0.668095(T).jpg-0.21.jpg
1625757450620- 结果：0.668095(T).jpg-0.14.jpg
1625757450674- 结果：0.592248(T).jpg-0.16.jpg
1625757469183- 结果：0.826997(D).jpg-0.95.jpg
1625757469242- 结果：0.931108(T).jpg-0.95.jpg
1625757469299- 结果：0.902551(T).jpg-0.92.jpg
1625757469353- 结果：0.887228(T).jpg-0.94.jpg
1625757469408- 结果：0.887228(T).jpg-0.95.jpg
1625757679491- 结果：0.013254(D).jpg-0.0.jpg
1625757679555- 结果：4.180000000E-4(T).jpg-0.0.jpg
1625757679610- 结果：3.010000000E-4(T).jpg-0.0.jpg
1625757679664- 结果：3.010000000E-4(T).jpg-0.0.jpg
1625757679718- 结果：2.290000000E-4(T).jpg-0.0.jpg
1625757697958- 结果：0.579182(D).jpg-0.27.jpg
1625757698015- 结果：0.938435(T).jpg-0.27.jpg
1625757698069- 结果：0.958544(T).jpg-0.39.jpg
1625757698122- 结果：0.958544(T).jpg-0.55.jpg
1625757698176- 结果：0.952668(T).jpg-0.5.jpg
1625757719997- 结果：0.996936(D).jpg-0.98.jpg
1625757720054- 结果：0.998594(T).jpg-0.99.jpg
1625757720109- 结果：0.995958(T).jpg-0.99.jpg
1625757720164- 结果：0.995993(T).jpg-0.99.jpg
1625757720217- 结果：0.997056(T).jpg-0.99.jpg
1625757737009- 结果：0.997548(D).jpg-0.99.jpg
1625757737069- 结果：0.995676(T).jpg-0.99.jpg
1625757737122- 结果：0.997102(T).jpg-0.99.jpg
1625757737174- 结果：0.997102(T).jpg-0.99.jpg
1625757737228- 结果：0.993397(T).jpg-1.0.jpg
1625757755077- 结果：0.5274(D).jpg-0.07.jpg
1625757755135- 结果：0.346273(T).jpg-0.07.jpg
1625757755188- 结果：0.166784(T).jpg-0.07.jpg
1625757755240- 结果：0.166784(T).jpg-0.07.jpg
1625758046889- 结果：0.983281(T).jpg-0.88.jpg
1625758046942- 结果：0.98281(T).jpg-0.9.jpg
1625758046995- 结果：0.98281(T).jpg-0.91.jpg
1625758048687- 结果：0.983987(D).jpg-0.98.jpg
1625758048743- 结果：0.990447(T).jpg-0.97.jpg
1625758048798- 结果：0.990447(T).jpg-0.99.jpg
1625758048853- 结果：0.993476(T).jpg-0.98.jpg
1625758048908- 结果：0.980227(T).jpg-0.99.jpg
1625758084820- 结果：0.801695(D).jpg-0.99.jpg
1625758085072- 结果：0.988017(D).jpg-0.99.jpg
1625758085126- 结果：0.946161(T).jpg-0.97.jpg
1625758085181- 结果：0.956189(T).jpg-0.97.jpg
1625758085236- 结果：0.96087(T).jpg-0.97.jpg
1625753818671- 结果：0.576136(T).jpg-0.82.jpg
1625753818723- 结果：0.576136(T).jpg-0.84.jpg
1625753818774- 结果：0.560281(T).jpg-0.73.jpg
1625753834113- 结果：0.596984(D).jpg-0.59.jpg
1625753834167- 结果：0.564806(T).jpg-0.29.jpg
1625753834218- 结果：0.327695(T).jpg-0.35.jpg
1625753834269- 结果：0.236806(T).jpg-0.35.jpg
1625753834320- 结果：0.236806(T).jpg-0.56.jpg
1625753835977- 结果：0.393277(D).jpg-0.65.jpg
1625753836034- 结果：0.616458(T).jpg-0.7.jpg
1625753836088- 结果：0.584384(T).jpg-0.7.jpg
1625753836142- 结果：0.550271(T).jpg-0.7.jpg
1625753836196- 结果：0.533605(T).jpg-0.66.jpg
1625753840144- 结果：0.643859(D).jpg-0.65.jpg
1625753840198- 结果：0.665784(T).jpg-0.64.jpg
1625753840253- 结果：0.665784(T).jpg-0.69.jpg
1625753840308- 结果：0.623542(T).jpg-0.54.jpg
1625753840363- 结果：0.610701(T).jpg-0.6.jpg
1625753850883- 结果：0.354012(D).jpg-0.88.jpg
1625753850939- 结果：0.407404(T).jpg-0.91.jpg
1625753850997- 结果：0.412876(T).jpg-0.94.jpg
1625753851049- 结果：0.412876(T).jpg-0.88.jpg
1625753851103- 结果：0.577978(T).jpg-0.92.jpg
1625753866193- 结果：0.900917(D).jpg-0.98.jpg
1625753866252- 结果：0.982019(T).jpg-0.99.jpg
1625754280194- 结果：0.545374(T).jpg-0.54.jpg
1625754280248- 结果：0.423652(T).jpg-0.69.jpg
1625754280299- 结果：0.423652(T).jpg-0.69.jpg
1625754296047- 结果：0.923067(D).jpg-0.78.jpg
1625754296097- 结果：0.766822(T).jpg-0.37.jpg
1625754296147- 结果：0.395819(T).jpg-0.47.jpg
1625754296198- 结果：0.370852(T).jpg-0.25.jpg
1625754296250- 结果：0.397987(T).jpg-0.25.jpg
1625754312062- 结果：0.9854(D).jpg-0.96.jpg
1625754312118- 结果：0.926168(T).jpg-0.96.jpg
1625754312167- 结果：0.551633(T).jpg-0.9.jpg
1625754312218- 结果：0.551633(T).jpg-0.79.jpg
1625754312269- 结果：0.658228(T).jpg-0.91.jpg
1625754344494- 结果：0.936671(D).jpg-0.88.jpg
1625754344548- 结果：0.827723(T).jpg-0.94.jpg
1625754344602- 结果：0.827723(T).jpg-0.92.jpg
1625754769122- 结果：0.47412(T).jpg-0.05.jpg
1625754852141- 结果：0.723553(T).jpg-0.08.jpg
1625754902099- 结果：0.79465(T).jpg-0.77.jpg
1625755002051- 结果：0.847602(T).jpg-0.48.jpg
1625755052262- 结果：0.858649(T).jpg-0.33.jpg
1625755088818- 结果：0.005068(T).jpg-0.01.jpg
1625755110763- 结果：0.125036(D).jpg-0.02.jpg
1625755190060- 结果：0.010538(D).jpg-0.17.jpg
1625755212502- 结果：0.905336(T).jpg-0.94.jpg
1625755309016- 结果：0.018805(T).jpg-0.06.jpg
1625755376816- 结果：0.107701(D).jpg-0.14.jpg
1625755396368- 结果：0.002218(T).jpg-0.02.jpg
1625755400899- 结果：0.002752(T).jpg-0.02.jpg
1625755462565- 结果：0.40009(T).jpg-0.43.jpg
1625755533021- 结果：0.235426(T).jpg-0.24.jpg
1625755568802- 结果：0.530795(D).jpg-0.73.jpg
1625755570798- 结果：0.458852(D).jpg-0.71.jpg
1625755583721- 结果：0.009286(T).jpg-0.05.jpg
1625755669268- 结果：0.749126(T).jpg-0.66.jpg
1625754523165- 结果：0.99081(T).jpg-0.99.jpg
1625754523217- 结果：0.99081(T).jpg-0.99.jpg
1625754523275- 结果：0.993067(T).jpg-1.0.jpg
1625754523329- 结果：0.996587(T).jpg-0.99.jpg
1625754538963- 结果：0.964163(D).jpg-0.32.jpg
1625754539015- 结果：0.42028(T).jpg-0.41.jpg
1625754539064- 结果：0.42028(T).jpg-0.5.jpg
1625754539114- 结果：0.52102(T).jpg-0.76.jpg
1625754539164- 结果：0.937762(T).jpg-0.76.jpg
1625754540087- 结果：0.938854(D).jpg-0.85.jpg
1625754540143- 结果：0.944194(T).jpg-0.79.jpg
1625754540195- 结果：0.672788(T).jpg-0.76.jpg
1625754540246- 结果：0.644303(T).jpg-0.73.jpg
1625754540297- 结果：0.659181(T).jpg-0.73.jpg
1625754543445- 结果：0.469606(D).jpg-0.79.jpg
1625754543508- 结果：0.530734(T).jpg-0.71.jpg
1625754543561- 结果：0.555544(T).jpg-0.72.jpg
1625755002104- 结果：0.859533(T).jpg-0.43.jpg
1625755002156- 结果：0.618282(T).jpg-0.34.jpg
1625755002214- 结果：0.716183(T).jpg-0.34.jpg
1625755018409- 结果：0.107137(D).jpg-0.08.jpg
1625755018468- 结果：0.10301(T).jpg-0.12.jpg
1625755018521- 结果：0.132471(T).jpg-0.18.jpg
1625755018574- 结果：0.132471(T).jpg-0.13.jpg
1625755018628- 结果：0.178626(T).jpg-0.16.jpg
1625755034994- 结果：0.154188(D).jpg-0.4.jpg
1625755035046- 结果：0.195148(T).jpg-0.31.jpg
1625755035094- 结果：0.195148(T).jpg-0.28.jpg
1625755035146- 结果：0.142311(T).jpg-0.51.jpg
1625755035195- 结果：0.433796(T).jpg-0.51.jpg
1625755052054- 结果：0.521665(D).jpg-0.13.jpg
1625755052107- 结果：0.737672(T).jpg-0.2.jpg
1625755052159- 结果：0.737672(T).jpg-0.19.jpg
1625755052211- 结果：0.807223(T).jpg-0.33.jpg
1625756631753- 结果：0.017925(T).jpg-0.01.jpg
1625756631810- 结果：0.018088(T).jpg-0.0.jpg
1625756667240- 结果：0.798354(D).jpg-0.83.jpg
1625756667296- 结果：0.809338(T).jpg-0.81.jpg
1625756667346- 结果：0.809338(T).jpg-0.82.jpg
1625756667395- 结果：0.78457(T).jpg-0.92.jpg
1625756667445- 结果：0.892621(T).jpg-0.92.jpg
1625756723045- 结果：0.915115(D).jpg-0.76.jpg
1625756723111- 结果：0.992119(T).jpg-0.83.jpg
1625756723163- 结果：0.995824(T).jpg-0.78.jpg
1625756723214- 结果：0.99731(T).jpg-0.78.jpg
1625756723269- 结果：0.997686(T).jpg-0.81.jpg
1625756741275- 结果：0.969122(D).jpg-0.78.jpg
1625756741331- 结果：0.996464(T).jpg-0.71.jpg
1625756741383- 结果：0.996464(T).jpg-0.74.jpg
1625756741649- 结果：0.984243(D).jpg-0.88.jpg
1625756741710- 结果：0.988194(T).jpg-0.66.jpg
1625756741765- 结果：0.979467(T).jpg-0.96.jpg
1625756741819- 结果：0.992441(T).jpg-0.96.jpg
1625756741879- 结果：0.989477(T).jpg-0.95.jpg
1625756747416- 结果：0.956536(D).jpg-0.86.jpg
1625756747477- 结果：0.957374(T).jpg-0.9.jpg
1625755914934- 结果：0.391414(T).jpg-0.51.jpg
1625755915968- 结果：0.270432(D).jpg-0.5.jpg
1625755916024- 结果：0.389343(T).jpg-0.49.jpg
1625755916077- 结果：0.395022(T).jpg-0.49.jpg
1625755916131- 结果：0.395022(T).jpg-0.47.jpg
1625755916183- 结果：0.278798(T).jpg-0.5.jpg
1625755917919- 结果：0.324994(D).jpg-0.45.jpg
1625755917977- 结果：0.323895(T).jpg-0.47.jpg
1625755918030- 结果：0.391822(T).jpg-0.47.jpg
1625755918082- 结果：0.229564(T).jpg-0.51.jpg
1625755918135- 结果：0.229564(T).jpg-0.48.jpg
1625755919751- 结果：0.424599(D).jpg-0.47.jpg
1625755919807- 结果：0.335346(T).jpg-0.49.jpg
1625756162681- 结果：0.996586(T).jpg-0.97.jpg
1625756162734- 结果：0.996891(T).jpg-0.99.jpg
1625756164144- 结果：0.992746(D).jpg-0.98.jpg
1625756164208- 结果：0.976291(T).jpg-0.98.jpg
1625756164264- 结果：0.971779(T).jpg-0.98.jpg
1625756164520- 结果：0.971779(D).jpg-0.94.jpg
1625756164578- 结果：0.976222(T).jpg-0.96.jpg
1625756164635- 结果：0.975184(T).jpg-0.96.jpg
1625756164689- 结果：0.993439(T).jpg-0.96.jpg
1625756164744- 结果：0.943709(T).jpg-0.94.jpg
1625756165133- 结果：0.976864(D).jpg-0.95.jpg
1625756165190- 结果：0.983049(T).jpg-0.96.jpg
1625756165439- 结果：0.991618(D).jpg-0.94.jpg
1625756165498- 结果：0.990073(T).jpg-0.94.jpg
1625756165552- 结果：0.990326(T).jpg-0.94.jpg
1625756165607- 结果：0.984596(T).jpg-0.91.jpg
1625756165662- 结果：0.984596(T).jpg-0.94.jpg
1625756166756- 结果：0.990484(D).jpg-0.96.jpg
1625756166815- 结果：0.993347(T).jpg-0.93.jpg
1625756166871- 结果：0.982866(T).jpg-0.97.jpg
1625756167104- 结果：0.990801(T).jpg-0.92.jpg
1625756167162- 结果：0.982866(D).jpg-0.98.jpg
1625756167216- 结果：0.990997(T).jpg-0.98.jpg
1625756167270- 结果：0.991111(T).jpg-0.95.jpg
1625756167323- 结果：0.989006(T).jpg-0.96.jpg
1625753033661- 结果：0.183758(D).jpg-0.37.jpg
1625753033716- 结果：0.179381(T).jpg-0.42.jpg
1625753033771- 结果：0.251211(T).jpg-0.42.jpg
1625753033825- 结果：0.205192(T).jpg-0.42.jpg
1625753033880- 结果：0.18878(T).jpg-0.41.jpg
1625753034743- 结果：0.30307(D).jpg-0.43.jpg
1625753034977- 结果：0.168295(D).jpg-0.06.jpg
1625753043020- 结果：0.469604(D).jpg-0.53.jpg
1625753043074- 结果：0.135876(T).jpg-0.52.jpg
1625753043127- 结果：0.135876(T).jpg-0.6.jpg
1625753043180- 结果：0.154229(T).jpg-0.64.jpg
1625753043232- 结果：0.211789(T).jpg-0.63.jpg
1625753058292- 结果：0.591049(D).jpg-0.89.jpg
1625753058788- 结果：0.908872(D).jpg-0.83.jpg
1625753059888- 结果：0.601591(D).jpg-0.69.jpg
1625753059943- 结果：0.639053(T).jpg-0.69.jpg
1625753060176- 结果：0.639053(D).jpg-0.71.jpg
1625753060236- 结果：0.605297(T).jpg-0.73.jpg
1625753060512- 结果：0.571784(D).jpg-0.74.jpg
1625753060571- 结果：0.632625(T).jpg-0.76.jpg
1625753060625- 结果：0.629457(T).jpg-0.74.jpg
1625753060678- 结果：0.599406(T).jpg-0.74.jpg
1625753060733- 结果：0.617246(T).jpg-0.76.jpg
1625753061608- 结果：0.5965(D).jpg-0.61.jpg
1625753061863- 结果：0.60377(D).jpg-0.78.jpg
1625755571069- 结果：0.449066(D).jpg-0.76.jpg
1625755571354- 结果：0.450264(D).jpg-0.68.jpg
1625755571414- 结果：0.374059(T).jpg-0.69.jpg
1625755571472- 结果：0.476983(T).jpg-0.76.jpg
1625755571527- 结果：0.476983(T).jpg-0.79.jpg
1625755571583- 结果：0.442541(T).jpg-0.77.jpg
1625755572550- 结果：0.467126(D).jpg-0.67.jpg
1625755572607- 结果：0.37488(T).jpg-0.72.jpg
1625755572661- 结果：0.348627(T).jpg-0.74.jpg
1625755572716- 结果：0.348627(T).jpg-0.69.jpg
1625755572772- 结果：0.405209(T).jpg-0.76.jpg
1625755583557- 结果：0.151605(D).jpg-0.03.jpg
1625755583616- 结果：0.011496(T).jpg-0.03.jpg
1625755583668- 结果：0.009286(T).jpg-0.06.jpg
1625757511356- 结果：0.484077(T).jpg-0.71.jpg
1625757511409- 结果：0.519903(T).jpg-0.79.jpg
1625757511988- 结果：0.486702(D).jpg-0.79.jpg
1625757512047- 结果：0.474032(T).jpg-0.76.jpg
1625757512102- 结果：0.425862(T).jpg-0.82.jpg
1625757512155- 结果：0.448321(T).jpg-0.82.jpg
1625757512209- 结果：0.53221(T).jpg-0.81.jpg
1625757512790- 结果：0.406111(D).jpg-0.77.jpg
1625757512846- 结果：0.441431(T).jpg-0.72.jpg
1625757512899- 结果：0.461385(T).jpg-0.71.jpg
1625757512952- 结果：0.485567(T).jpg-0.83.jpg
1625757513006- 结果：0.446192(T).jpg-0.83.jpg
1625757513918- 结果：0.506498(D).jpg-0.79.jpg
1625757514128- 结果：0.475693(D).jpg-0.77.jpg
1625757514531- 结果：0.478907(D).jpg-0.77.jpg
1625757514587- 结果：0.336249(T).jpg-0.81.jpg
1625757514846- 结果：0.470033(D).jpg-0.82.jpg
1625757514902- 结果：0.470634(T).jpg-0.76.jpg
1625757514955- 结果：0.433463(T).jpg-0.87.jpg
1625757515013- 结果：0.40574(T).jpg-0.87.jpg
1625757515066- 结果：0.447804(T).jpg-0.84.jpg
1625757515937- 结果：0.468338(D).jpg-0.05.jpg
1625757526591- 结果：0.346613(D).jpg-0.02.jpg
1625758817581- 结果：0.809408(T).jpg-0.38.jpg
1625758837917- 结果：0.436547(D).jpg-0.01.jpg
1625758837978- 结果：0.033586(T).jpg-0.0.jpg
1625758838034- 结果：0.050376(T).jpg-0.0.jpg
1625758838087- 结果：0.044102(T).jpg-0.01.jpg
1625758838142- 结果：0.044102(T).jpg-0.0.jpg
1625758857753- 结果：0.084566(D).jpg-0.72.jpg
1625758857808- 结果：0.281177(T).jpg-0.45.jpg
1625758857868- 结果：0.242681(T).jpg-0.33.jpg
1625758857923- 结果：0.242681(T).jpg-0.34.jpg
1625758857977- 结果：0.279462(T).jpg-0.29.jpg
1625758877340- 结果：0.963751(D).jpg-0.44.jpg
1625758877397- 结果：0.898443(T).jpg-0.5.jpg
1625758877449- 结果：0.898443(T).jpg-0.49.jpg
1625758877502- 结果：0.926529(T).jpg-0.52.jpg
1625758877554- 结果：0.972738(T).jpg-0.52.jpg
1625758897549- 结果：0.214061(D).jpg-0.66.jpg
1625758897625- 结果：0.923827(T).jpg-0.76.jpg
1625752897163- 结果：0.917097(T).jpg-0.87.jpg
1625752911674- 结果：0.920512(D).jpg-0.14.jpg
1625752911731- 结果：0.385609(T).jpg-0.14.jpg
1625752911783- 结果：0.385609(T).jpg-0.11.jpg
1625752911838- 结果：0.269066(T).jpg-0.13.jpg
1625752911892- 结果：0.507454(T).jpg-0.09.jpg
1625752926217- 结果：0.029015(D).jpg-0.14.jpg
1625752926279- 结果：0.02943(T).jpg-0.06.jpg
1625752926332- 结果：0.008479(T).jpg-0.06.jpg
1625752926385- 结果：0.013562(T).jpg-0.08.jpg
1625752926438- 结果：0.014583(T).jpg-0.05.jpg
1625752940694- 结果：0.885807(D).jpg-0.61.jpg
1625752940753- 结果：0.73156(T).jpg-0.42.jpg
1625752940807- 结果：0.572914(T).jpg-0.4.jpg
1625752940861- 结果：0.553475(T).jpg-0.39.jpg
1625752940916- 结果：0.754972(T).jpg-0.39.jpg
1625753512819- 结果：0.594264(T).jpg-0.12.jpg
1625753512873- 结果：0.581773(T).jpg-0.11.jpg
1625753512926- 结果：0.538862(T).jpg-0.11.jpg
1625753525052- 结果：0.875575(D).jpg-0.71.jpg
1625753525105- 结果：0.871594(T).jpg-0.81.jpg
1625753525157- 结果：0.871594(T).jpg-0.8.jpg
1625753525211- 结果：0.83055(T).jpg-0.8.jpg
1625753525262- 结果：0.914373(T).jpg-0.83.jpg
1625753531291- 结果：0.972286(D).jpg-0.54.jpg
1625753531347- 结果：0.983594(T).jpg-0.72.jpg
1625753531400- 结果：0.983342(T).jpg-0.54.jpg
1625753531453- 结果：0.704278(T).jpg-0.54.jpg
1625753540783- 结果：0.064235(D).jpg-0.02.jpg
1625753540839- 结果：0.011694(T).jpg-0.01.jpg
1625753540891- 结果：0.011694(T).jpg-0.02.jpg
1625753540943- 结果：0.021459(T).jpg-0.02.jpg
1625753540995- 结果：0.019774(T).jpg-0.02.jpg
1625753555490- 结果：0.809712(D).jpg-0.09.jpg
1625753555549- 结果：0.980904(T).jpg-0.09.jpg
1625753555602- 结果：0.951525(T).jpg-0.07.jpg
1625753555657- 结果：0.764038(T).jpg-0.1.jpg
1625753555711- 结果：0.853709(T).jpg-0.1.jpg
1625753570763- 结果：0.614402(D).jpg-0.08.jpg
1625753570819- 结果：0.797912(T).jpg-0.08.jpg
1625753570872- 结果：0.797912(T).jpg-0.05.jpg
1625753570924- 结果：0.735995(T).jpg-0.11.jpg
1625753772422- 结果：0.005858(T).jpg-0.0.jpg
1625753772474- 结果：0.005858(T).jpg-0.0.jpg
1625753787596- 结果：0.10184(D).jpg-0.05.jpg
1625753787655- 结果：0.815785(T).jpg-0.16.jpg
1625753787710- 结果：0.806194(T).jpg-0.16.jpg
1625753787762- 结果：0.820112(T).jpg-0.1.jpg
1625753787817- 结果：0.727525(T).jpg-0.09.jpg
1625753803276- 结果：0.638403(D).jpg-0.0.jpg
1625753803329- 结果：0.468936(T).jpg-0.0.jpg
1625753803381- 结果：0.488091(T).jpg-0.0.jpg
1625753803432- 结果：0.44703(T).jpg-0.0.jpg
1625753803483- 结果：0.425449(T).jpg-0.0.jpg
1625753804435- 结果：0.422725(D).jpg-0.0.jpg
1625753804496- 结果：0.397717(T).jpg-0.0.jpg
1625753804715- 结果：0.397717(D).jpg-0.03.jpg
1625753804776- 结果：0.253106(T).jpg-0.0.jpg
1625753804831- 结果：0.460242(T).jpg-0.0.jpg
1625753804884- 结果：0.352519(T).jpg-0.0.jpg
1625753804942- 结果：0.304329(T).jpg-0.01.jpg
1625753805905- 结果：0.333715(D).jpg-0.0.jpg
1625755309071- 结果：0.021015(T).jpg-0.06.jpg
1625755309123- 结果：0.009219(T).jpg-0.05.jpg
1625755309174- 结果：0.013036(T).jpg-0.05.jpg
1625755325952- 结果：0.047804(D).jpg-0.06.jpg
1625755326006- 结果：0.052618(T).jpg-0.04.jpg
1625755326060- 结果：0.085875(T).jpg-0.11.jpg
1625755326112- 结果：0.089442(T).jpg-0.2.jpg
1625755326167- 结果：0.074922(T).jpg-0.2.jpg
1625755359625- 结果：0.71204(D).jpg-0.94.jpg
1625755359861- 结果：0.704346(D).jpg-0.98.jpg
1625755359921- 结果：0.742092(T).jpg-0.96.jpg
1625755359978- 结果：0.958498(T).jpg-0.96.jpg
1625755360034- 结果：0.847621(T).jpg-0.98.jpg
1625755360087- 结果：0.942002(T).jpg-0.98.jpg
1625754008824- 结果：0.564764(T).jpg-0.76.jpg
1625754008878- 结果：0.02796(D).jpg-0.79.jpg
1625754008938- 结果：0.714966(T).jpg-0.77.jpg
1625754008992- 结果：0.814646(T).jpg-0.71.jpg
1625754009045- 结果：0.809042(T).jpg-0.71.jpg
1625754009098- 结果：0.862769(T).jpg-0.71.jpg
1625754040437- 结果：0.853629(D).jpg-0.01.jpg
