1625742520525- 结果：8.50000000E-5(D).jpg-480 新结果：2.9188898042775690000000E-4.jpg
1625750826691- 结果：0.816623(D).jpg-480 新结果：0.703505277633667.jpg
1625750826748- 结果：0.729152(T).jpg-480 新结果：0.7720335125923157.jpg
1625750826802- 结果：0.82204(T).jpg-480 新结果：0.8300756812095642.jpg
1625750826855- 结果：0.835282(T).jpg-480 新结果：0.8300756812095642.jpg
1625750826917- 结果：0.881041(T).jpg-480 新结果：0.8894023895263672.jpg
1625750837987- 结果：0.772465(D).jpg-480 新结果：0.12399415671825409.jpg
1625750838040- 结果：0.154745(T).jpg-480 新结果：0.12399415671825409.jpg
1625750838091- 结果：0.154745(T).jpg-480 新结果：0.3994723856449127.jpg
1625750838141- 结果：0.279327(T).jpg-480 新结果：0.4987187385559082.jpg
1625750838192- 结果：0.543202(T).jpg-480 新结果：0.480130672454834.jpg
1625750850851- 结果：0.175325(D).jpg-480 新结果：0.3933940529823303.jpg
1625750850911- 结果：0.497509(T).jpg-480 新结果：0.5050272345542908.jpg
1625750850963- 结果：0.678495(T).jpg-480 新结果：0.41629552841186523.jpg
1625750851014- 结果：0.678495(T).jpg-480 新结果：0.6847352981567383.jpg
1625750851067- 结果：0.678025(T).jpg-480 新结果：0.6497431993484497.jpg
1625750863096- 结果：0.337555(D).jpg-480 新结果：0.27640706300735474.jpg
1625750863150- 结果：0.29234(T).jpg-480 新结果：0.27818551659584045.jpg
1625750863201- 结果：0.29234(T).jpg-480 新结果：0.3079284131526947.jpg
1625750863253- 结果：0.349124(T).jpg-480 新结果：0.2489369809627533.jpg
1625750863305- 结果：0.246918(T).jpg-480 新结果：0.24390026926994324.jpg
1625750875554- 结果：0.968519(D).jpg-480 新结果：0.8398296236991882.jpg
1625750875609- 结果：0.519976(T).jpg-480 新结果：0.5194922685623169.jpg
1625750875663- 结果：0.519976(T).jpg-480 新结果：0.41050148010253906.jpg
1625750875717- 结果：0.44716(T).jpg-480 新结果：0.6953616142272949.jpg
1625750875770- 结果：0.485865(T).jpg-480 新结果：0.6953616142272949.jpg
1625750900694- 结果：0.024229(D).jpg-480 新结果：0.08007270097732544.jpg
1625750900748- 结果：0.08269(T).jpg-480 新结果：0.0791327953338623.jpg
1625750900798- 结果：0.08269(T).jpg-480 新结果：0.1128554418683052.jpg
1625750900850- 结果：0.10241(T).jpg-480 新结果：0.09053044766187668.jpg
1625750900902- 结果：0.098938(T).jpg-480 新结果：0.10465045273303986.jpg
1625750912475- 结果：0.226525(D).jpg-480 新结果：0.20294159650802612.jpg
1625750912526- 结果：0.325748(T).jpg-480 新结果：0.31505250930786133.jpg
1625750912574- 结果：0.325748(T).jpg-480 新结果：0.9834603667259216.jpg
1625750912623- 结果：0.982067(T).jpg-480 新结果：0.9834603667259216.jpg
1625750912674- 结果：0.980214(T).jpg-480 新结果：0.9774861335754395.jpg
1625750925606- 结果：0.725043(D).jpg-480 新结果：0.6660917401313782.jpg
1625750925661- 结果：0.824053(T).jpg-480 新结果：0.7929662466049194.jpg
1625750925712- 结果：0.824053(T).jpg-480 新结果：0.8088842630386353.jpg
1625750925764- 结果：0.872871(T).jpg-480 新结果：0.5977287292480469.jpg
1625750925816- 结果：0.787563(T).jpg-480 新结果：0.5977287292480469.jpg
1625750937608- 结果：0.230806(D).jpg-480 新结果：0.32667967677116394.jpg
1625750937660- 结果：0.360267(T).jpg-480 新结果：0.3993636965751648.jpg
1625750937708- 结果：0.360267(T).jpg-480 新结果：0.38213273882865906.jpg
1625750937754- 结果：0.353569(T).jpg-480 新结果：0.34291699528694153.jpg
1625750937803- 结果：0.329981(T).jpg-480 新结果：0.34291699528694153.jpg
1625750950931- 结果：0.575701(D).jpg-480 新结果：0.8287985324859619.jpg
1625750950984- 结果：0.737661(T).jpg-480 新结果：0.6795518398284912.jpg
1625750951037- 结果：0.737661(T).jpg-480 新结果：0.7203471064567566.jpg
1625750951089- 结果：0.735508(T).jpg-480 新结果：0.7598868608474731.jpg
1625750951142- 结果：0.694627(T).jpg-480 新结果：0.6073256134986877.jpg
1625750962855- 结果：0.998979(D).jpg-480 新结果：0.9989867806434631.jpg
1625750962911- 结果：0.998916(T).jpg-480 新结果：0.9984316825866699.jpg
1625750962965- 结果：0.998906(T).jpg-480 新结果：0.9936747550964355.jpg
1625750963019- 结果：0.9963(T).jpg-480 新结果：0.9959599375724792.jpg
1625750963073- 结果：0.993073(T).jpg-480 新结果：0.9959599375724792.jpg
1625750974834- 结果：0.054222(T).jpg-480 新结果：0.041135407984256744.jpg
1625750974898- 结果：0.054222(T).jpg-480 新结果：0.044416461139917374.jpg
1625750974969- 结果：0.076659(T).jpg-480 新结果：0.056192412972450256.jpg
1625750975037- 结果：0.067611(T).jpg-480 新结果：0.04911431670188904.jpg
1625750987928- 结果：0.098151(D).jpg-480 新结果：0.03221738338470459.jpg
1625750987994- 结果：0.032287(T).jpg-480 新结果：0.03091059811413288.jpg
1625750988048- 结果：0.017225(T).jpg-480 新结果：0.01581982523202896.jpg
1625750988103- 结果：0.017225(T).jpg-480 新结果：0.017182670533657074.jpg
1625750988157- 结果：0.013239(T).jpg-480 新结果：0.00927431508898735.jpg
1625751000099- 结果：0.446785(D).jpg-480 新结果：0.10733175277709961.jpg
1625751000151- 结果：0.098809(T).jpg-480 新结果：0.07947027683258057.jpg
1625751000202- 结果：0.076433(T).jpg-480 新结果：0.08482863008975983.jpg
1625751000257- 结果：0.086358(T).jpg-480 新结果：0.08482863008975983.jpg
1625751000309- 结果：0.053157(T).jpg-480 新结果：0.05964537337422371.jpg
1625751012996- 结果：0.421596(D).jpg-480 新结果：0.45131146907806396.jpg
1625751013051- 结果：0.469104(T).jpg-480 新结果：0.46409428119659424.jpg
1625751013101- 结果：0.49028(T).jpg-480 新结果：0.49100127816200256.jpg
1625751013152- 结果：0.49028(T).jpg-480 新结果：0.4613965153694153.jpg
1625751013203- 结果：0.474035(T).jpg-480 新结果：0.36752545833587646.jpg
1625751014226- 结果：0.38861(D).jpg-480 新结果：0.33157798647880554.jpg
1625751014280- 结果：0.401143(T).jpg-480 新结果：0.3975393772125244.jpg
1625751014333- 结果：0.341167(T).jpg-480 新结果：0.3761969804763794.jpg
1625751014385- 结果：0.3798(T).jpg-480 新结果：0.3761969804763794.jpg
1625751014442- 结果：0.376532(T).jpg-480 新结果：0.3785231411457062.jpg
1625751014884- 结果：0.52121(D).jpg-480 新结果：0.4391564726829529.jpg
1625751015297- 结果：0.449411(D).jpg-480 新结果：0.45004886388778687.jpg
1625751015351- 结果：0.470953(T).jpg-480 新结果：0.49722039699554443.jpg
1625751015404- 结果：0.504103(T).jpg-480 新结果：0.12651488184928894.jpg
1625751015459- 结果：0.141341(T).jpg-480 新结果：0.12651488184928894.jpg
1625751015512- 结果：0.206185(T).jpg-480 新结果：0.24837133288383484.jpg
1625751016036- 结果：0.490439(D).jpg-480 新结果：0.06814602762460709.jpg
1625751016290- 结果：0.110175(D).jpg-480 新结果：0.47801879048347473.jpg
1625751016345- 结果：0.484499(T).jpg-480 新结果：0.13606806099414825.jpg
1625751016607- 结果：0.14349(D).jpg-480 新结果：0.4952957034111023.jpg
1625751016661- 结果：0.493621(T).jpg-480 新结果：0.36256831884384155.jpg
1625751016714- 结果：0.396487(T).jpg-480 新结果：0.36256831884384155.jpg
1625751016768- 结果：0.396487(T).jpg-480 新结果：0.18870428204536438.jpg
1625751016823- 结果：0.210915(T).jpg-480 新结果：0.4877479076385498.jpg
1625751017141- 结果：0.433679(D).jpg-480 新结果：0.3673371374607086.jpg
1625751017196- 结果：0.428453(T).jpg-480 新结果：0.2997491955757141.jpg
1625751017249- 结果：0.339885(T).jpg-480 新结果：0.2997491955757141.jpg
1625751017302- 结果：0.422358(T).jpg-480 新结果：0.39278218150138855.jpg
1625751017354- 结果：0.422358(T).jpg-480 新结果：0.3314768970012665.jpg
1625751024922- 结果：0.895026(D).jpg-480 新结果：0.9177095890045166.jpg
1625751024979- 结果：0.937938(T).jpg-480 新结果：0.9311202764511108.jpg
1625751025031- 结果：0.944227(T).jpg-480 新结果：0.9204924702644348.jpg
1625751025083- 结果：0.944227(T).jpg-480 新结果：0.9149594902992249.jpg
1625751025136- 结果：0.918281(T).jpg-480 新结果：0.8448897004127502.jpg
1625751037230- 结果：0.01524(D).jpg-480 新结果：0.014178121462464333.jpg
1625751037283- 结果：0.011768(T).jpg-480 新结果：0.022032905369997025.jpg
1625751037333- 结果：0.020138(T).jpg-480 新结果：0.019804729148745537.jpg
1625751037382- 结果：0.016883(T).jpg-480 新结果：0.029269222170114517.jpg
1625751037432- 结果：0.040228(T).jpg-480 新结果：0.029269222170114517.jpg
1625751049669- 结果：0.204736(D).jpg-480 新结果：0.07483100146055222.jpg
1625751049719- 结果：0.078362(T).jpg-480 新结果：0.08205687254667282.jpg
1625751049765- 结果：0.079404(T).jpg-480 新结果：0.08205687254667282.jpg
1625751049812- 结果：0.091819(T).jpg-480 新结果：0.10130107402801514.jpg
1625751049860- 结果：0.091819(T).jpg-480 新结果：0.07270023971796036.jpg
1625751076017- 结果：0.508541(D).jpg-480 新结果：0.802099347114563.jpg
1625751076069- 结果：0.872003(T).jpg-480 新结果：0.8823424577713013.jpg
1625751076121- 结果：0.872003(T).jpg-480 新结果：0.9343163371086121.jpg
1625751076173- 结果：0.927912(T).jpg-480 新结果：0.9480937123298645.jpg
1625751076223- 结果：0.940604(T).jpg-480 新结果：0.9480937123298645.jpg
1625751087909- 结果：0.007083(D).jpg-480 新结果：0.004346605855971575.jpg
1625751087967- 结果：0.004574(T).jpg-480 新结果：0.0015846074093133211.jpg
1625751088020- 结果：0.002942(T).jpg-480 新结果：0.0015846074093133211.jpg
1625751088074- 结果：0.002802(T).jpg-480 新结果：0.002049859380349517.jpg
1625751088128- 结果：0.002802(T).jpg-480 新结果：7.0916139520704750000000E-4.jpg
1625751100497- 结果：0.430912(D).jpg-480 新结果：0.11727994680404663.jpg
1625751100556- 结果：0.105898(T).jpg-480 新结果：0.11727994680404663.jpg
1625751100608- 结果：0.066801(T).jpg-480 新结果：0.057411011308431625.jpg
1625751100661- 结果：0.066801(T).jpg-480 新结果：0.032521773129701614.jpg
1625751100720- 结果：0.043969(T).jpg-480 新结果：0.03398005664348602.jpg
1625751112814- 结果：0.185978(D).jpg-480 新结果：0.3664831519126892.jpg
1625751112864- 结果：0.421182(T).jpg-480 新结果：0.31766557693481445.jpg
1625751112913- 结果：0.421182(T).jpg-480 新结果：0.4268704056739807.jpg
1625751112963- 结果：0.438655(T).jpg-480 新结果：0.6837031841278076.jpg
1625751113012- 结果：0.703422(T).jpg-480 新结果：0.6837031841278076.jpg
1625751126333- 结果：0.43868(D).jpg-480 新结果：0.6198396682739258.jpg
1625751126388- 结果：0.655053(T).jpg-480 新结果：0.7564271688461304.jpg
1625751126441- 结果：0.816439(T).jpg-480 新结果：0.7149412631988525.jpg
1625751126494- 结果：0.741692(T).jpg-480 新结果：0.8528857827186584.jpg
1625751126548- 结果：0.869854(T).jpg-480 新结果：0.8528857827186584.jpg
1625751138383- 结果：0.82546(D).jpg-480 新结果：0.34080934524536133.jpg
1625751138438- 结果：0.461008(T).jpg-480 新结果：0.6368826031684875.jpg
1625751138488- 结果：0.574822(T).jpg-480 新结果：0.7569742798805237.jpg
1625751138540- 结果：0.624842(T).jpg-480 新结果：0.7569742798805237.jpg
1625751138592- 结果：0.670883(T).jpg-480 新结果：0.6925474405288696.jpg
1625751139814- 结果：0.844862(D).jpg-480 新结果：0.8452820777893066.jpg
1625751139870- 结果：0.71037(T).jpg-480 新结果：0.7495899200439453.jpg
1625751139923- 结果：0.818904(T).jpg-480 新结果：0.8417751789093018.jpg
1625751139976- 结果：0.818904(T).jpg-480 新结果：0.4956284165382385.jpg
1625751140243- 结果：0.336198(D).jpg-480 新结果：0.6424453258514404.jpg
1625751140297- 结果：0.658665(T).jpg-480 新结果：0.4243077039718628.jpg
1625751140348- 结果：0.232677(T).jpg-480 新结果：0.4188365638256073.jpg
1625751140400- 结果：0.428987(T).jpg-480 新结果：0.4188365638256073.jpg
1625751140451- 结果：0.428987(T).jpg-480 新结果：0.8623195886611938.jpg
1625751142397- 结果：0.432607(D).jpg-480 新结果：0.4152785539627075.jpg
1625751142454- 结果：0.431565(T).jpg-480 新结果：0.6711714267730713.jpg
1625751142507- 结果：0.431565(T).jpg-480 新结果：0.4784575402736664.jpg
1625751142560- 结果：0.452983(T).jpg-480 新结果：0.5869118571281433.jpg
1625751142841- 结果：0.560283(D).jpg-480 新结果：0.40565019845962524.jpg
1625751142901- 结果：0.407894(T).jpg-480 新结果：0.8761454820632935.jpg
1625751142955- 结果：0.939055(T).jpg-480 新结果：0.8957552313804626.jpg
1625751143009- 结果：0.835062(T).jpg-480 新结果：0.8957552313804626.jpg
1625751143061- 结果：0.767977(T).jpg-480 新结果：0.759611189365387.jpg
1625751143731- 结果：0.373037(D).jpg-480 新结果：0.5236340165138245.jpg
1625751151477- 结果：0.9466(D).jpg-480 新结果：0.9867600202560425.jpg
1625751151535- 结果：0.989644(T).jpg-480 新结果：0.9844917058944702.jpg
1625751151586- 结果：0.989946(T).jpg-480 新结果：0.9910288453102112.jpg
1625751151637- 结果：0.989946(T).jpg-480 新结果：0.9896841049194336.jpg
1625751151689- 结果：0.99075(T).jpg-480 新结果：0.9905033707618713.jpg
1625751163535- 结果：0.152234(D).jpg-480 新结果：0.13868612051010132.jpg
1625751163585- 结果：0.147375(T).jpg-480 新结果：0.13868612051010132.jpg
1625751163633- 结果：0.147375(T).jpg-480 新结果：0.1254635453224182.jpg
1625751163682- 结果：0.12855(T).jpg-480 新结果：0.11634716391563416.jpg
1625751163730- 结果：0.129434(T).jpg-480 新结果：0.11634716391563416.jpg
1625751176460- 结果：0.303162(D).jpg-480 新结果：0.7594860196113586.jpg
1625751176510- 结果：0.68151(T).jpg-480 新结果：0.6416146755218506.jpg
1625751176559- 结果：0.68151(T).jpg-480 新结果：0.8728828430175781.jpg
1625751176612- 结果：0.881025(T).jpg-480 新结果：0.9044584035873413.jpg
1625751176662- 结果：0.86411(T).jpg-480 新结果：0.9044584035873413.jpg
1625751202105- 结果：0.528046(D).jpg-480 新结果：0.39616498351097107.jpg
1625751202160- 结果：0.474099(T).jpg-480 新结果：0.427531361579895.jpg
1625751202211- 结果：0.474099(T).jpg-480 新结果：0.5347082614898682.jpg
1625751202268- 结果：0.539207(T).jpg-480 新结果：0.5277857780456543.jpg
1625751202319- 结果：0.533189(T).jpg-480 新结果：0.5277857780456543.jpg
1625751228277- 结果：0.077946(D).jpg-480 新结果：0.05698768049478531.jpg
1625751228331- 结果：0.0564(T).jpg-480 新结果：0.03520374745130539.jpg
1625751228382- 结果：0.033513(T).jpg-480 新结果：0.03520374745130539.jpg
1625751228434- 结果：0.041783(T).jpg-480 新结果：0.036192722618579865.jpg
1625751228486- 结果：0.041783(T).jpg-480 新结果：0.012488029897212982.jpg
1625751241062- 结果：0.105922(D).jpg-480 新结果：0.9665929675102234.jpg
1625751241121- 结果：0.949945(T).jpg-480 新结果：0.8622074127197266.jpg
1625751241173- 结果：0.887972(T).jpg-480 新结果：0.8622074127197266.jpg
1625751241224- 结果：0.824455(T).jpg-480 新结果：0.8296433687210083.jpg
1625751243216- 结果：0.554314(D).jpg-480 新结果：0.5093206167221069.jpg
1625751243268- 结果：0.517567(T).jpg-480 新结果：0.8832004070281982.jpg
1625751243320- 结果：0.926809(T).jpg-480 新结果：0.8832004070281982.jpg
1625751243373- 结果：0.859668(T).jpg-480 新结果：0.8703100681304932.jpg
1625751243424- 结果：0.91296(T).jpg-480 新结果：0.9250391721725464.jpg
1625751245233- 结果：0.52107(D).jpg-480 新结果：0.9239789247512817.jpg
1625751245288- 结果：0.618412(T).jpg-480 新结果：0.6963742971420288.jpg
1625751245340- 结果：0.618412(T).jpg-480 新结果：0.8451800346374512.jpg
1625751245391- 结果：0.815925(T).jpg-480 新结果：0.6033084392547607.jpg
1625751245443- 结果：0.528798(T).jpg-480 新结果：0.6033084392547607.jpg
1625751253751- 结果：0.008632(D).jpg-480 新结果：0.01642673835158348.jpg
1625751253804- 结果：0.015998(T).jpg-480 新结果：0.027247745543718338.jpg
1625751253855- 结果：0.021458(T).jpg-480 新结果：0.05404582992196083.jpg
1625751253907- 结果：0.068579(T).jpg-480 新结果：0.0783938392996788.jpg
1625751253960- 结果：0.091561(T).jpg-480 新结果：0.0783938392996788.jpg
1625751267466- 结果：0.971767(D).jpg-480 新结果：0.936323881149292.jpg
1625751267522- 结果：0.943196(T).jpg-480 新结果：0.9406818747520447.jpg
1625751267572- 结果：0.934403(T).jpg-480 新结果：0.9404734373092651.jpg
1625751267627- 结果：0.963824(T).jpg-480 新结果：0.9404734373092651.jpg
1625751267679- 结果：0.979237(T).jpg-480 新结果：0.9791759252548218.jpg
1625751279603- 结果：0.76231(D).jpg-480 新结果：0.9861990213394165.jpg
1625751279661- 结果：0.989455(T).jpg-480 新结果：0.9797985553741455.jpg
1625751279717- 结果：0.98767(T).jpg-480 新结果：0.984215259552002.jpg
1625751279769- 结果：0.988042(T).jpg-480 新结果：0.9469436407089233.jpg
1625751279821- 结果：0.967776(T).jpg-480 新结果：0.9469436407089233.jpg
1625751292825- 结果：0.995101(D).jpg-480 新结果：0.9921978712081909.jpg
1625751292881- 结果：0.9942(T).jpg-480 新结果：0.9932689666748047.jpg
1625751292936- 结果：0.996565(T).jpg-480 新结果：0.9964251518249512.jpg
